"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/17/2016","060530002","3","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/18/2016","060530002","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/19/2016","060530002","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/20/2016","060530002","3","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/21/2016","060530002","3","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/22/2016","060530002","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/23/2016","060530002","3","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/24/2016","060530002","3","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/25/2016","060530002","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/26/2016","060530002","3","1.1","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/27/2016","060530002","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/28/2016","060530002","3","1.1","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/29/2016","060530002","3","1.1","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/30/2016","060530002","3","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"10/31/2016","060530002","3","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/01/2016","060530002","3","1.6","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/02/2016","060530002","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/03/2016","060530002","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/04/2016","060530002","3","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/05/2016","060530002","3","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/06/2016","060530002","3","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/07/2016","060530002","3","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/08/2016","060530002","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/09/2016","060530002","3","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/10/2016","060530002","3","9.1","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/11/2016","060530002","3","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/12/2016","060530002","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/13/2016","060530002","3","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/14/2016","060530002","3","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/15/2016","060530002","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/16/2016","060530002","3","3.6","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/17/2016","060530002","3","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/18/2016","060530002","3","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/19/2016","060530002","3","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/20/2016","060530002","3","1.4","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/21/2016","060530002","3","1.4","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/22/2016","060530002","3","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/23/2016","060530002","3","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/24/2016","060530002","3","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/25/2016","060530002","3","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/26/2016","060530002","3","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/27/2016","060530002","3","4.4","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"11/28/2016","060530002","3","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/03/2016","060530002","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/04/2016","060530002","3","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/05/2016","060530002","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/06/2016","060530002","3","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/07/2016","060530002","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/08/2016","060530002","3","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/09/2016","060530002","3","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/10/2016","060530002","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/11/2016","060530002","3","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/12/2016","060530002","3","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/13/2016","060530002","3","4.3","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/14/2016","060530002","3","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/15/2016","060530002","3","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/16/2016","060530002","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/17/2016","060530002","3","3.6","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/18/2016","060530002","3","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/19/2016","060530002","3","4.1","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/20/2016","060530002","3","2","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/21/2016","060530002","3","1.8","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/22/2016","060530002","3","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/23/2016","060530002","3","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/24/2016","060530002","3","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/25/2016","060530002","3","7.9","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/26/2016","060530002","3","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/27/2016","060530002","3","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/28/2016","060530002","3","1.9","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/29/2016","060530002","3","2.3","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/30/2016","060530002","3","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"12/31/2016","060530002","3","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.4957666675473","-121.731571140703"
"01/01/2016","060530008","3","11.1","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/02/2016","060530008","3","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/03/2016","060530008","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/04/2016","060530008","3","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/05/2016","060530008","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/06/2016","060530008","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/07/2016","060530008","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/08/2016","060530008","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/09/2016","060530008","3","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/10/2016","060530008","3","2","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/11/2016","060530008","3","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/12/2016","060530008","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/13/2016","060530008","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/14/2016","060530008","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/15/2016","060530008","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/16/2016","060530008","3","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/17/2016","060530008","3","1","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/18/2016","060530008","3","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/19/2016","060530008","3","1.4","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/20/2016","060530008","3","1.2","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/21/2016","060530008","3","0.4","ug/m3 LC","2","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/22/2016","060530008","3","2.1","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/23/2016","060530008","3","2.4","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/24/2016","060530008","3","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/25/2016","060530008","3","1.5","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/26/2016","060530008","3","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/27/2016","060530008","3","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/28/2016","060530008","3","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/29/2016","060530008","3","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/30/2016","060530008","3","1","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"01/31/2016","060530008","3","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/01/2016","060530008","3","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/02/2016","060530008","3","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/03/2016","060530008","3","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/04/2016","060530008","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/05/2016","060530008","3","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/06/2016","060530008","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/07/2016","060530008","3","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/08/2016","060530008","3","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/09/2016","060530008","3","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/10/2016","060530008","3","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/11/2016","060530008","3","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/12/2016","060530008","3","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/13/2016","060530008","3","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/14/2016","060530008","3","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/15/2016","060530008","3","1.9","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/16/2016","060530008","3","3.5","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/17/2016","060530008","3","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/18/2016","060530008","3","2.1","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/19/2016","060530008","3","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/20/2016","060530008","3","2.1","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/21/2016","060530008","3","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/22/2016","060530008","3","1","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/23/2016","060530008","3","0.9","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/24/2016","060530008","3","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/25/2016","060530008","3","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/26/2016","060530008","3","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/27/2016","060530008","3","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/28/2016","060530008","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"02/29/2016","060530008","3","2","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/01/2016","060530008","3","2","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/02/2016","060530008","3","1.9","ug/m3 LC","8","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/03/2016","060530008","3","1.5","ug/m3 LC","6","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/04/2016","060530008","3","1.3","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/05/2016","060530008","3","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/06/2016","060530008","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/07/2016","060530008","3","0.9","ug/m3 LC","4","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/08/2016","060530008","3","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/09/2016","060530008","3","1.1","ug/m3 LC","5","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/10/2016","060530008","3","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/11/2016","060530008","3","2.6","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/12/2016","060530008","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/13/2016","060530008","3","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/14/2016","060530008","3","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/15/2016","060530008","3","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/16/2016","060530008","3","3.6","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/17/2016","060530008","3","3","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/18/2016","060530008","3","5.4","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/19/2016","060530008","3","2.3","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
"03/20/2016","060530008","3","0","ug/m3 LC","0","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.2092860008996","-121.126371"
